File Name,Date,Commits,Added Lines,Removed Lines,Churn
libvirt-disable-apic-39599bdc2d110a1f.yaml,2021-08-20 13:35:53+01:00,1,13,0,13
libvirt-distro-support-matrix.rst,2021-05-20 17:33:35+01:00,2,30,9,39
libvirt-vmcoreinfo-3be69e21dfe7dbd2.yaml,2021-05-26 17:26:05+01:00,1,10,0,10
libvirt-workarounds-disable_native_luksv1-18773636b414970e.yaml,2021-09-01 12:50:23+01:00,1,6,0,6
libvirt-workarounds-remove-rbd_volume_local_attach-ebdf9cf313344a45.yaml,2021-09-01 12:50:23+01:00,1,6,0,6
libvirt.py,2021-05-19 10:29:56+02:00,4,33,15,48
libvirt_data.py,2021-05-24 11:00:29+01:00,2,3,1,4
libvirt_imagebackend.py,2021-05-24 11:00:59+01:00,1,1,1,2
limits.py,2021-07-04 16:00:55-05:00,1,8,7,15
list-volume-attachments-resp.json,2021-08-24 12:07:41+01:00,1,22,0,22
list-volume-attachments-resp.json.tpl,2021-08-24 12:07:41+01:00,1,22,0,22
live_migrate.py,2021-08-27 17:59:18+02:00,1,9,11,20
lower-constraints.txt,2021-05-19 10:29:56+02:00,7,8,7,15
manage-volumes.rst,2021-09-15 10:26:39+01:00,1,143,0,143
manage.py,2021-06-17 01:57:12+00:00,14,661,227,888
manager.py,2021-06-01 11:29:38-03:00,23,903,216,1119
microversion-2-90-59fb6d4ec420b9f4.yaml,2021-08-26 10:54:25+01:00,1,8,0,8
microversions.py,2021-11-08 12:37:27+00:00,1,1,1,2
middleware.py,2021-06-15 07:35:36-04:00,1,6,2,8
migrate.cfg,2021-07-05 11:05:04+01:00,2,0,0,0
migrate.py,2021-06-29 12:24:41+01:00,2,11,6,17
migrate_data.py,2021-06-18 18:14:39+01:00,1,4,1,5
migrate_server.py,2021-08-05 15:58:41+08:00,5,30,34,64
migration.py,2021-06-07 18:29:32+01:00,14,314,345,659
migration_context.py,2021-08-09 15:34:40+01:00,1,1,1,2
migration_list.py,2021-08-09 15:34:40+01:00,1,1,1,2
minimize-bug-1841481-race-window-f76912d4985770ad.yaml,2021-07-02 13:02:02-07:00,1,13,0,13
model.py,2021-08-05 15:58:25+08:00,2,25,1,26
models.py,2021-07-05 11:04:42+01:00,9,741,902,1643
mount.py,2021-11-08 12:37:27+00:00,1,1,0,1
multi_cell_list.py,2021-11-08 12:37:27+00:00,1,2,0,2
multinic.py,2021-07-04 16:00:55-05:00,1,9,11,20
net.py,2021-09-01 12:50:23+01:00,2,4,37,41
netconf.py,2021-05-19 10:29:56+02:00,1,1,1,2
network_request.py,2021-08-05 15:58:25+08:00,1,18,4,22
networking.rst,2021-05-25 16:45:51+01:00,2,4,8,12
networks.py,2021-07-04 16:00:55-05:00,1,9,11,20
neutron.py,2021-05-12 10:50:52+08:00,24,1506,406,1912
notification_sample_base.py,2021-05-24 11:00:59+01:00,1,14,15,29
notifications.py,2021-05-24 11:00:59+01:00,4,249,10,259
nova-config-generator.conf,2021-07-05 11:10:10+01:00,3,1,2,3
nova-manage.rst,2021-06-17 01:57:12+00:00,7,166,3,169
nova-status.rst,2021-08-21 10:00:51+02:00,1,4,0,4
nova.py,2021-05-12 11:30:41+01:00,15,240,1790,2030
null.py,2021-07-27 16:55:57+01:00,1,4,4,8
orphaned-allocations.rst,2021-08-06 15:58:39+02:00,2,42,2,44
os-cells.inc,2021-08-25 16:53:47+08:00,1,14,0,14
os-volume-attachments.inc,2021-08-24 12:07:41+01:00,1,11,7,18
os.py,2021-07-27 16:55:57+01:00,1,1,1,2
os_brick.py,2021-05-24 11:00:59+01:00,2,40,6,46
overview.rst,2021-06-09 13:39:43-04:00,1,8,0,8
parameter_types.py,2021-08-19 11:16:59+01:00,1,1,8,9
parameters.yaml,2021-08-23 16:45:37+01:00,3,26,11,37
pci_device.py,2021-08-09 15:34:40+01:00,1,4,5,9
pci_passthrough.py,2021-07-27 16:55:57+01:00,1,8,3,11
policy-concepts.rst,2021-06-03 09:46:18-05:00,1,63,0,63
policy.py,2021-05-12 16:32:43+01:00,3,4,2,6
port_with_resource_request.rst,2021-08-21 09:49:54+02:00,5,28,18,46
ports-with-resource-requests.rst,2021-08-21 09:49:54+02:00,5,42,17,59
post_test_hook.sh,2021-11-01 11:26:55+00:00,2,40,40,80
process.rst,2021-05-20 13:23:38+02:00,2,73,5,78
provider_tree.py,2021-11-08 12:37:27+00:00,1,1,0,1
quota.py,2021-07-05 11:04:42+01:00,5,126,39,165
quotas.py,2021-08-09 15:34:40+01:00,3,85,77,162
rbd_utils.py,2021-05-11 17:28:56+02:00,2,10,1,11
redirect-tests.txt,2021-08-17 13:49:18+01:00,2,6,3,9
remove-caching-scheduler-cfe0985b5a58bef4.yaml,2021-05-31 10:43:49+02:00,1,2,2,4
remove-deprecated-scheduler-opts-37afb63a94e8b47e.yaml,2021-08-23 16:52:28+01:00,1,17,0,17
report.py,2021-08-12 14:26:45+01:00,4,76,18,94
request_spec.py,2021-05-28 14:26:56+02:00,8,120,19,139
requestlog.py,2021-06-09 22:20:38+00:00,1,13,1,14
require-placemnet-api-microversion-1.36-1129fe4afc949075.yaml,2021-08-21 10:00:51+02:00,1,7,0,7
requirements.txt,2021-05-19 10:29:56+02:00,6,7,10,17
rescue.py,2021-07-04 16:00:55-05:00,2,8,10,18
reserve-migrations.py,2021-07-05 11:05:04+01:00,3,2,77,79
resource.py,2021-08-09 15:34:40+01:00,1,1,1,2
resource_tracker.py,2021-08-12 14:26:45+01:00,3,25,3,28
rest_api_version_history.rst,2021-08-24 12:07:41+01:00,1,11,0,11
routes.py,2021-11-08 12:37:27+00:00,1,1,0,1
rpcapi.py,2021-09-02 13:09:08+00:00,1,1,0,1
scaleio.py,2021-11-08 12:37:27+00:00,1,1,0,1
scheduler-hints-vs-flavor-extra-specs.rst,2021-08-23 16:45:37+01:00,1,1,1,2
scheduler.py,2021-06-01 15:11:50+01:00,2,15,26,41
schedulers.rst,2021-06-01 15:11:50+01:00,2,7,1053,1060
scheduling.rst,2021-08-23 16:45:37+01:00,1,1417,1,1418
schema_diff.py,2021-07-05 11:05:04+01:00,2,1,284,285
script.py.mako,2021-08-09 15:34:40+01:00,3,72,8,80
secure-live-migration-with-qemu-native-tls.rst,2021-06-21 15:04:43+08:00,1,1,1,2
security_group.py,2021-08-09 15:34:40+01:00,1,3,4,7
security_groups.py,2021-07-04 16:00:55-05:00,1,17,35,52
serialconsolehandler.py,2021-11-08 12:37:27+00:00,1,1,0,1
server_groups.py,2021-08-24 08:43:50+02:00,1,1,1,2
server_password.py,2021-07-04 16:00:55-05:00,2,10,11,21
servers.py,2021-06-02 20:27:09-05:00,13,195,141,336
service.py,2021-08-05 15:58:41+08:00,6,21,6,27
services.py,2021-07-04 16:00:55-05:00,4,34,20,54
shelve.py,2021-08-05 15:58:41+08:00,4,24,22,46
smartnic-support-0339efe4b68075fe.yaml,2021-08-05 15:58:41+08:00,1,9,0,9
status.py,2021-07-05 11:04:42+01:00,4,18,16,34
support-port-resource-request-groups-neutron-api-extension-70a902b79f735cff.yaml,2021-11-02 10:23:58+00:00,1,17,0,17
suspend_server.py,2021-08-05 15:58:41+08:00,2,4,8,12
switch-to-alembic-ed5c64f62b6c91a3.yaml,2021-08-09 15:34:40+01:00,1,25,0,25
tag.py,2021-08-09 15:34:40+01:00,1,1,1,2
task_log.py,2021-08-09 15:34:40+01:00,1,1,1,2
tenant_networks.py,2021-07-04 16:00:55-05:00,1,9,11,20
test-requirements.txt,2021-06-09 15:18:47+01:00,1,1,0,1
test-setup.sh,2021-06-18 12:34:27+01:00,1,35,0,35
test.py,2021-05-12 10:50:52+08:00,7,17,10,27
test_aggregate.py,2021-05-24 11:00:59+01:00,5,40,42,82
test_aggregate_model.py,2021-08-09 15:34:40+01:00,2,2,2,4
test_aggregates.py,2021-05-12 16:32:43+01:00,2,1,10,11
test_api.py,2021-05-20 16:57:24+01:00,17,682,615,1297
test_api_validation.py,2021-08-19 11:16:59+01:00,1,4,48,52
test_archive.py,2021-06-17 01:57:12+00:00,3,78,26,104
test_attach_interfaces.py,2021-05-12 16:32:43+01:00,3,20,2,22
test_availability_zone.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_availability_zones.py,2021-05-12 16:32:43+01:00,2,4,4,8
test_bandwidth_usage.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_block_device.py,2021-08-09 15:34:40+01:00,2,7,105,112
test_boot_from_volume.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_bug_1522536.py,2021-05-12 16:32:43+01:00,1,2,4,6
test_bug_1541691.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_bug_1548980.py,2021-05-12 16:32:43+01:00,1,2,4,6
test_bug_1552888.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_bug_1554631.py,2021-05-12 16:32:43+01:00,1,3,3,6
test_bug_1558866.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_bug_1595962.py,2021-05-12 16:32:43+01:00,2,4,6,10
test_bug_1620248.py,2021-05-12 16:32:43+01:00,1,2,4,6
test_bug_1670627.py,2021-05-12 16:32:43+01:00,1,2,4,6
test_bug_1671648.py,2021-05-12 16:32:43+01:00,2,2,17,19
test_bug_1675570.py,2021-05-12 16:32:43+01:00,2,10,87,97
test_bug_1679750.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_bug_1682693.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_bug_1689692.py,2021-05-12 16:32:43+01:00,1,5,6,11
test_bug_1702454.py,2021-05-12 16:32:43+01:00,1,5,6,11
test_bug_1713783.py,2021-05-12 16:32:43+01:00,3,5,7,12
test_bug_1718455.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_bug_1718512.py,2021-05-12 16:32:43+01:00,2,2,2,4
test_bug_1719730.py,2021-05-12 16:32:43+01:00,2,2,2,4
test_bug_1735407.py,2021-05-12 16:32:43+01:00,2,5,7,12
test_bug_1741125.py,2021-06-29 11:40:04+01:00,1,0,14,14
test_bug_1741307.py,2021-05-12 16:32:43+01:00,2,1,102,103
test_bug_1746483.py,2021-05-12 16:32:43+01:00,2,2,2,4
test_bug_1764556.py,2021-05-12 16:32:43+01:00,3,3,3,6
test_bug_1764883.py,2021-05-12 16:32:43+01:00,2,1,5,6
test_bug_1778305.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_bug_1780373.py,2021-05-12 16:32:43+01:00,2,2,2,4
test_bug_1781286.py,2021-05-12 16:32:43+01:00,3,10,10,20
test_bug_1781710.py,2021-05-12 16:32:43+01:00,3,13,12,25
test_bug_1784353.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_bug_1790204.py,2021-06-29 12:24:41+01:00,1,3,2,5
test_bug_1797580.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_bug_1806064.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_bug_1806515.py,2021-05-24 11:00:59+01:00,1,0,3,3
test_bug_1815153.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_bug_1825034.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_bug_1835822.py,2021-05-12 16:32:43+01:00,2,3,5,8
test_bug_1837955.py,2021-05-24 11:00:59+01:00,1,2,3,5
test_bug_1839560.py,2021-08-09 15:34:40+01:00,2,2,1,3
test_bug_1843090.py,2021-05-24 11:00:59+01:00,1,0,3,3
test_bug_1843708.py,2021-05-24 11:00:59+01:00,1,1,2,3
test_bug_1849409.py,2021-11-08 12:37:27+00:00,1,1,0,1
test_bug_1852458.py,2021-05-12 16:32:43+01:00,2,2,2,4
test_bug_1853009.py,2021-08-12 14:26:45+01:00,5,240,69,309
test_bug_1862633.py,2021-05-24 11:00:59+01:00,1,3,4,7
test_bug_1888395.py,2021-05-24 11:00:29+01:00,2,5,9,14
test_bug_1893284.py,2021-05-12 16:32:43+01:00,2,2,2,4
test_bug_1894966.py,2021-11-08 12:37:27+00:00,1,1,0,1
test_bug_1899649.py,2021-05-24 11:00:29+01:00,1,1,1,2
test_bug_1902925.py,2021-05-12 16:32:43+01:00,1,3,2,5
test_bug_1914777.py,2021-05-12 16:32:43+01:00,2,2,2,4
test_bug_1928063.py,2021-05-14 12:52:06+01:00,3,72,11,83
test_bug_1937375.py,2021-08-04 12:37:43+01:00,3,104,27,131
test_bug_1938326.py,2021-08-05 10:13:47+01:00,4,159,19,178
test_bug_1939545.py,2021-08-11 19:51:19+01:00,5,117,37,154
test_bug_1943431.py,2021-09-30 14:50:45+01:00,2,180,29,209
test_cache_image.py,2021-05-24 11:00:59+01:00,1,6,6,12
test_cinder.py,2021-07-26 17:15:30+01:00,2,25,19,44
test_claims.py,2021-08-09 15:34:40+01:00,1,2,2,4
test_cold_migrate.py,2021-05-24 11:00:59+01:00,1,1,2,3
test_common.py,2021-08-09 15:34:40+01:00,1,0,11,11
test_compute.py,2021-05-13 14:28:33+01:00,17,388,284,672
test_compute_mgr.py,2021-05-12 16:32:43+01:00,16,340,87,427
test_compute_node.py,2021-08-09 15:34:40+01:00,2,33,19,52
test_compute_task.py,2021-05-24 11:00:59+01:00,1,11,12,23
test_compute_utils.py,2021-05-24 11:00:59+01:00,3,57,40,97
test_conductor.py,2021-05-12 16:32:43+01:00,13,362,68,430
test_conf.py,2021-08-09 15:34:40+01:00,2,10,5,15
test_conf_max_attach_disk_devices.py,2021-08-04 12:37:43+01:00,1,0,14,14
test_config.py,2021-05-24 11:00:29+01:00,2,19,1,20
test_configdrive.py,2021-05-20 16:57:24+01:00,1,5,0,5
test_console_auth_token.py,2021-08-09 15:34:40+01:00,1,7,7,14
test_context.py,2021-08-09 15:34:40+01:00,1,3,3,6
test_cross_az_attach.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_cross_cell.py,2021-06-29 12:24:41+01:00,1,1,1,2
test_cross_cell_migrate.py,2021-05-12 16:32:43+01:00,4,23,25,48
test_cyborg.py,2021-08-05 15:58:23+08:00,2,121,11,132
test_db_api.py,2021-06-16 10:10:29+01:00,5,140,49,189
test_designer.py,2021-05-24 11:00:29+01:00,2,3,3,6
test_devices.py,2021-08-03 16:54:54+02:00,2,9,7,16
test_disk_config.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_driver.py,2021-05-20 16:57:24+01:00,27,868,1539,2407
test_driver_api.py,2021-05-20 16:57:24+01:00,4,3,5,8
test_ds_util.py,2021-08-18 10:54:42+02:00,1,14,14,28
test_ds_util_datastore_selection.py,2021-08-18 10:54:42+02:00,1,10,12,22
