,Date,File Name,Module,Commits,Added Lines,Removed Lines,Churn
29,2021-05-12 16:32:43+01:00,test_bug_1541691.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
30,2021-05-12 16:32:43+01:00,test_bug_1548980.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,4,6
31,2021-05-12 16:32:43+01:00,test_bug_1552888.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
32,2021-05-12 16:32:43+01:00,test_bug_1554631.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,3,3,6
33,2021-05-12 16:32:43+01:00,test_bug_1558866.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
34,2021-05-12 16:32:43+01:00,test_bug_1595962.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,4,6
35,2021-05-12 16:32:43+01:00,test_bug_1620248.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,4,6
36,2021-05-12 16:32:43+01:00,test_bug_1670627.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,4,6
37,2021-05-12 16:32:43+01:00,test_bug_1671648.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,4,6
38,2021-05-12 16:32:43+01:00,test_bug_1675570.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,4,6
39,2021-05-12 16:32:43+01:00,test_bug_1679750.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
40,2021-05-12 16:32:43+01:00,test_bug_1682693.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
41,2021-05-12 16:32:43+01:00,test_bug_1689692.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,5,6,11
42,2021-05-12 16:32:43+01:00,test_bug_1702454.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,5,6,11
43,2021-05-12 16:32:43+01:00,test_bug_1713783.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
44,2021-05-12 16:32:43+01:00,test_bug_1718455.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
45,2021-05-12 16:32:43+01:00,test_bug_1718512.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
46,2021-05-12 16:32:43+01:00,test_bug_1719730.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
47,2021-05-12 16:32:43+01:00,test_bug_1735407.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
48,2021-05-12 16:32:43+01:00,test_bug_1741307.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
49,2021-05-12 16:32:43+01:00,test_bug_1746483.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
50,2021-05-12 16:32:43+01:00,test_bug_1764556.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
51,2021-05-12 16:32:43+01:00,test_bug_1764883.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
52,2021-05-12 16:32:43+01:00,test_bug_1780373.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
53,2021-05-12 16:32:43+01:00,test_bug_1781286.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,3,5
54,2021-05-12 16:32:43+01:00,test_bug_1781710.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
55,2021-05-12 16:32:43+01:00,test_bug_1784353.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
56,2021-05-12 16:32:43+01:00,test_bug_1797580.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
57,2021-05-12 16:32:43+01:00,test_bug_1806064.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
58,2021-05-12 16:32:43+01:00,test_bug_1815153.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
59,2021-05-12 16:32:43+01:00,test_bug_1835822.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
60,2021-05-12 16:32:43+01:00,test_bug_1852458.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
61,2021-05-12 16:32:43+01:00,test_bug_1893284.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
62,2021-05-12 16:32:43+01:00,test_bug_1902925.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,3,2,5
63,2021-05-12 16:32:43+01:00,test_bug_1914777.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
64,2021-05-12 16:32:43+01:00,test_aggregates.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
65,2021-05-12 16:32:43+01:00,test_availability_zones.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,3,3,6
66,2021-05-12 16:32:43+01:00,test_boot_from_volume.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
67,2021-05-12 16:32:43+01:00,test_compute_mgr.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
68,2021-05-12 16:32:43+01:00,test_cross_az_attach.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
69,2021-05-12 16:32:43+01:00,test_cross_cell_migrate.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,3,5
70,2021-05-12 16:32:43+01:00,test_external_networks.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
71,2021-05-12 16:32:43+01:00,test_instance_actions.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
72,2021-05-12 16:32:43+01:00,test_list_servers_ip_filter.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,4,6
73,2021-05-12 16:32:43+01:00,test_nova_manage.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,1,2
74,2021-05-12 16:32:43+01:00,test_policy.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
75,2021-05-12 16:32:43+01:00,test_scheduler.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
76,2021-05-12 16:32:43+01:00,test_server_faults.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
77,2021-05-12 16:32:43+01:00,test_server_group.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,3,5
78,2021-05-12 16:32:43+01:00,test_servers.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,4,4,8
79,2021-05-12 16:32:43+01:00,test_service.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
80,2021-05-12 16:32:43+01:00,test_flavor_manage.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
81,2021-05-12 16:32:43+01:00,test_secgroup.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
82,2021-05-12 16:32:43+01:00,test_servers.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,4,5,9
83,2021-05-12 16:32:43+01:00,test_server_groups.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
84,2021-05-12 16:32:43+01:00,test_policy.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,2,4
85,2021-05-12 16:32:43+01:00,test_status.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,1,2,3
86,2021-05-12 16:32:43+01:00,test_conductor.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,18,19,37
87,2021-05-12 16:32:43+01:00,base.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,3,2,5
88,2021-05-12 16:32:43+01:00,test_attach_interfaces.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,2,4
89,2021-05-12 16:32:43+01:00,test_instance_actions.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,2,4
90,2021-05-12 16:32:43+01:00,test_services.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,2,2,4
91,2021-05-12 16:32:43+01:00,test_policy.py,nova\tests,c269285568b2f4a76baf55d57ccd39ae202def19,3,3,6
92,2021-05-13 14:28:33+01:00,__init__.py,nova\tests,212f89a61e16c05696e0ccc9f66bd6e5e6a91d4f,5,1,6
93,2021-05-13 14:28:33+01:00,cinder.py,nova\tests,212f89a61e16c05696e0ccc9f66bd6e5e6a91d4f,329,0,329
94,2021-05-13 14:28:33+01:00,cyborg.py,nova\tests,212f89a61e16c05696e0ccc9f66bd6e5e6a91d4f,184,0,184
95,2021-05-13 14:28:33+01:00,glance.py,nova\tests,212f89a61e16c05696e0ccc9f66bd6e5e6a91d4f,335,0,335
96,2021-05-13 14:28:33+01:00,neutron.py,nova\tests,212f89a61e16c05696e0ccc9f66bd6e5e6a91d4f,978,0,978
97,2021-05-13 14:28:33+01:00,nova.py,nova\tests,212f89a61e16c05696e0ccc9f66bd6e5e6a91d4f,0,1700,1700
98,2021-05-13 14:28:33+01:00,test_compute.py,nova\tests,212f89a61e16c05696e0ccc9f66bd6e5e6a91d4f,2,1,3
99,2021-05-13 14:28:33+01:00,test_conductor.py,nova\tests,212f89a61e16c05696e0ccc9f66bd6e5e6a91d4f,2,1,3
100,2021-05-14 12:52:06+01:00,test_bug_1928063.py,nova\tests,e1cc0ed978d40596d368ba19063fb5b51e96421e,69,0,69
101,2021-05-14 17:26:00+02:00,websocketproxy.py,nova\console,781612b33282ed298f742c85dab58a075c8b793e,23,0,23
102,2021-05-14 17:26:00+02:00,test_websocketproxy.py,nova\tests,781612b33282ed298f742c85dab58a075c8b793e,34,0,34
103,2021-05-14 17:26:00+02:00,console-proxy-reject-open-redirect-4ac0a7895acca7eb.yaml,releasenotes\notes,781612b33282ed298f742c85dab58a075c8b793e,19,0,19
104,2021-05-18 22:54:57+09:00,tox.ini,,74724b4964b6eb80a462458c7b04935ccae49710,2,2,4
105,2021-05-19 10:29:56+02:00,lower-constraints.txt,,0d84833e9688e0df97f3d24e06025e512bca3ce3,1,1,2
106,2021-05-19 10:29:56+02:00,libvirt.py,nova\conf,0d84833e9688e0df97f3d24e06025e512bca3ce3,1,1,2
107,2021-05-19 10:29:56+02:00,netconf.py,nova\conf,0d84833e9688e0df97f3d24e06025e512bca3ce3,1,1,2
108,2021-05-19 10:29:56+02:00,requirements.txt,,0d84833e9688e0df97f3d24e06025e512bca3ce3,1,1,2
109,2021-05-20 13:23:38+02:00,process.rst,doc\source,b28579a7b0dd744e83d1b01c777eef7654066694,68,0,68
110,2021-05-20 16:57:24+01:00,image_meta.py,nova\objects,9d037f7d199443da0f2c6c1755704e589d52e730,8,0,8
111,2021-05-20 16:57:24+01:00,test_server_actions.py,nova\tests,9d037f7d199443da0f2c6c1755704e589d52e730,24,16,40
112,2021-05-20 16:57:24+01:00,test_servers.py,nova\tests,9d037f7d199443da0f2c6c1755704e589d52e730,22,13,35
113,2021-05-20 16:57:24+01:00,fakes.py,nova\tests,9d037f7d199443da0f2c6c1755704e589d52e730,1,1,2
114,2021-05-20 16:57:24+01:00,test_api.py,nova\tests,9d037f7d199443da0f2c6c1755704e589d52e730,42,40,82
115,2021-05-20 16:57:24+01:00,test_compute.py,nova\tests,9d037f7d199443da0f2c6c1755704e589d52e730,13,10,23
116,2021-05-20 16:57:24+01:00,test_instance.py,nova\tests,9d037f7d199443da0f2c6c1755704e589d52e730,5,3,8
117,2021-05-20 16:57:24+01:00,test_driver.py,nova\tests,9d037f7d199443da0f2c6c1755704e589d52e730,22,21,43
118,2021-05-20 16:57:24+01:00,test_machine_type_utils.py,nova\tests,9d037f7d199443da0f2c6c1755704e589d52e730,2,1,3
119,2021-05-20 16:57:24+01:00,test_vif.py,nova\tests,9d037f7d199443da0f2c6c1755704e589d52e730,4,0,4
120,2021-05-20 16:57:24+01:00,test_configdrive.py,nova\tests,9d037f7d199443da0f2c6c1755704e589d52e730,5,0,5
121,2021-05-20 16:57:24+01:00,test_driver_api.py,nova\tests,9d037f7d199443da0f2c6c1755704e589d52e730,1,0,1
122,2021-05-20 17:33:35+01:00,libvirt-distro-support-matrix.rst,doc\source,d0b8028b5152875162b399c06a53e5b8eb46a5ee,23,3,26
123,2021-05-24 11:00:29+01:00,__init__.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,2,0,2
124,2021-05-24 11:00:29+01:00,imagebackend.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,19,18,37
125,2021-05-24 11:00:29+01:00,libvirt.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,3,3,6
126,2021-05-24 11:00:29+01:00,libvirt_data.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,0,0,0
127,2021-05-24 11:00:29+01:00,base.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,3,4,7
128,2021-05-24 11:00:29+01:00,integrated_helpers.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,2,2,4
129,2021-05-24 11:00:29+01:00,test_evacuate.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,2,2,4
130,2021-05-24 11:00:29+01:00,test_numa_live_migration.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,2,2,4
131,2021-05-24 11:00:29+01:00,test_numa_servers.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,1,1,2
132,2021-05-24 11:00:29+01:00,test_pci_sriov_servers.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,2,2,4
133,2021-05-24 11:00:29+01:00,test_report_cpu_traits.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,1,1,2
134,2021-05-24 11:00:29+01:00,test_reshape.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,1,1,2
135,2021-05-24 11:00:29+01:00,test_vgpu.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,1,1,2
136,2021-05-24 11:00:29+01:00,test_vpmem.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,3,3,6
137,2021-05-24 11:00:29+01:00,test_libvirt.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,3,2,5
138,2021-05-24 11:00:29+01:00,test_bug_1595962.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,2,2,4
139,2021-05-24 11:00:29+01:00,test_bug_1888395.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,2,2,4
140,2021-05-24 11:00:29+01:00,test_bug_1899649.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,1,1,2
141,2021-05-24 11:00:29+01:00,test_bug_1928063.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,1,1,2
142,2021-05-24 11:00:29+01:00,test_libvirt.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,1,1,2
143,2021-05-24 11:00:29+01:00,test_config.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,1,1,2
144,2021-05-24 11:00:29+01:00,test_designer.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,1,1,2
145,2021-05-24 11:00:29+01:00,test_driver.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,30,31,61
146,2021-05-24 11:00:29+01:00,test_guest.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,5,4,9
147,2021-05-24 11:00:29+01:00,test_host.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,6,5,11
148,2021-05-24 11:00:29+01:00,test_migration.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,3,2,5
149,2021-05-24 11:00:29+01:00,test_utils.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,5,6,11
150,2021-05-24 11:00:29+01:00,test_vif.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,3,2,5
151,2021-05-24 11:00:29+01:00,test_volume.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,3,3,6
152,2021-05-24 11:00:29+01:00,test_virt_drivers.py,nova\tests,33be6d4b56e4b6c2cbb16b6b8d40821162fdfa5c,4,7,11
153,2021-05-24 11:00:59+01:00,__init__.py,nova\tests,e2d25eb149b4439751394fa583bfa10ee94c0b2a,1,0,1
154,2021-05-24 11:00:59+01:00,os_brick.py,nova\tests,e2d25eb149b4439751394fa583bfa10ee94c0b2a,19,6,25
155,2021-05-24 11:00:59+01:00,test_numa_live_migration.py,nova\tests,e2d25eb149b4439751394fa583bfa10ee94c0b2a,3,4,7
156,2021-05-24 11:00:59+01:00,test_pci_sriov_servers.py,nova\tests,e2d25eb149b4439751394fa583bfa10ee94c0b2a,1,4,5
157,2021-05-24 11:00:59+01:00,test_bug_1888395.py,nova\tests,e2d25eb149b4439751394fa583bfa10ee94c0b2a,3,7,10
158,2021-05-24 11:00:59+01:00,test_virt_drivers.py,nova\tests,e2d25eb149b4439751394fa583bfa10ee94c0b2a,1,6,7
159,2021-05-24 11:00:59+01:00,__init__.py,nova\tests,696fbab9e1a96841b0acd1d5530b59e4c7878c00,1,1,2
160,2021-05-24 11:00:59+01:00,libvirt_imagebackend.py,nova\tests,696fbab9e1a96841b0acd1d5530b59e4c7878c00,1,1,2
161,2021-05-24 11:00:59+01:00,base.py,nova\tests,696fbab9e1a96841b0acd1d5530b59e4c7878c00,1,1,2
162,2021-05-24 11:00:59+01:00,test_vpmem.py,nova\tests,696fbab9e1a96841b0acd1d5530b59e4c7878c00,1,1,2
163,2021-05-24 11:00:59+01:00,test_driver.py,nova\tests,696fbab9e1a96841b0acd1d5530b59e4c7878c00,24,24,48
164,2021-05-24 11:00:59+01:00,test_virt_drivers.py,nova\tests,696fbab9e1a96841b0acd1d5530b59e4c7878c00,1,1,2
165,2021-05-24 11:00:59+01:00,__init__.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,1,0,1
166,2021-05-24 11:00:59+01:00,notifications.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,39,0,39
167,2021-05-24 11:00:59+01:00,test_cache_image.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,6,6,12
168,2021-05-24 11:00:59+01:00,test_init_host.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,1,2,3
169,2021-05-24 11:00:59+01:00,test_live_migration.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,0,3,3
170,2021-05-24 11:00:59+01:00,test_resource_tracker.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,0,3,3
171,2021-05-24 11:00:59+01:00,integrated_helpers.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,13,14,27
172,2021-05-24 11:00:59+01:00,test_evacuate.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,3,4,7
173,2021-05-24 11:00:59+01:00,test_numa_servers.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,0,4,4
174,2021-05-24 11:00:59+01:00,test_pci_sriov_servers.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,2,3,5
175,2021-05-24 11:00:59+01:00,notification_sample_base.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,14,15,29
176,2021-05-24 11:00:59+01:00,test_aggregate.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,27,28,55
177,2021-05-24 11:00:59+01:00,test_compute_task.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,11,12,23
178,2021-05-24 11:00:59+01:00,test_exception_notification.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,3,4,7
179,2021-05-24 11:00:59+01:00,test_flavor.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,6,7,13
180,2021-05-24 11:00:59+01:00,test_instance.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,208,209,417
181,2021-05-24 11:00:59+01:00,test_keypair.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,9,10,19
182,2021-05-24 11:00:59+01:00,test_libvirt.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,2,3,5
183,2021-05-24 11:00:59+01:00,test_metrics.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,2,3,5
184,2021-05-24 11:00:59+01:00,test_server_group.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,8,9,17
185,2021-05-24 11:00:59+01:00,test_service.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,1,2,3
186,2021-05-24 11:00:59+01:00,test_volume.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,5,6,11
187,2021-05-24 11:00:59+01:00,test_bug_1713783.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,2,2,4
188,2021-05-24 11:00:59+01:00,test_bug_1735407.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,4,5,9
189,2021-05-24 11:00:59+01:00,test_bug_1764883.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,0,3,3
190,2021-05-24 11:00:59+01:00,test_bug_1781286.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,6,7,13
191,2021-05-24 11:00:59+01:00,test_bug_1806515.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,0,3,3
192,2021-05-24 11:00:59+01:00,test_bug_1835822.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,2,3,5
193,2021-05-24 11:00:59+01:00,test_bug_1843090.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,0,3,3
194,2021-05-24 11:00:59+01:00,test_bug_1843708.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,1,2,3
195,2021-05-24 11:00:59+01:00,test_bug_1862633.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,3,4,7
196,2021-05-24 11:00:59+01:00,test_cold_migrate.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,1,2,3
197,2021-05-24 11:00:59+01:00,test_cross_cell_migrate.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,18,19,37
198,2021-05-24 11:00:59+01:00,test_server_external_events.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,4,5,9
199,2021-05-24 11:00:59+01:00,test_servers.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,16,24,40
200,2021-05-24 11:00:59+01:00,test_compute.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,1,2,3
201,2021-05-24 11:00:59+01:00,test_compute_mgr.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,17,18,35
202,2021-05-24 11:00:59+01:00,test_compute_utils.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,27,28,55
203,2021-05-24 11:00:59+01:00,test_host_api.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,1,2,3
204,2021-05-24 11:00:59+01:00,test_resource_tracker.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,2,2,4
205,2021-05-24 11:00:59+01:00,test_conductor.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,1,2,3
206,2021-05-24 11:00:59+01:00,test_objects.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,1,3,4
207,2021-05-24 11:00:59+01:00,test_exception_wrapper.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,8,7,15
208,2021-05-24 11:00:59+01:00,test_notifications.py,nova\tests,f1f599d098c2dcb307bfab074060855c703a8288,29,29,58
209,2021-05-24 11:00:59+01:00,notifications.py,nova\tests,b14f6ba62e4feed98e7293a6d67dbbc321994c7d,4,0,4
